YEAR,MONTH,Category,Number
2001,5,NYS Unemployment Rate, 4.4 
2001,6,NYS Unemployment Rate, 4.5 
2001,7,NYS Unemployment Rate, 4.7 
2001,8,NYS Unemployment Rate, 5.0 
2001,9,NYS Unemployment Rate, 5.3 
2001,10,NYS Unemployment Rate, 5.5 
2001,11,NYS Unemployment Rate, 5.8 
2001,12,NYS Unemployment Rate, 6.0 
2002,1,NYS Unemployment Rate, 6.1 
2002,2,NYS Unemployment Rate, 6.2 
2002,3,NYS Unemployment Rate, 6.3 
2002,4,NYS Unemployment Rate, 6.3 
2002,5,NYS Unemployment Rate, 6.2 
2002,6,NYS Unemployment Rate, 6.1 
2002,7,NYS Unemployment Rate, 6.1 
2002,8,NYS Unemployment Rate, 6.0 
2002,9,NYS Unemployment Rate, 6.0 
2002,10,NYS Unemployment Rate, 6.1 
2002,11,NYS Unemployment Rate, 6.1 
2002,12,NYS Unemployment Rate, 6.2 
2003,1,NYS Unemployment Rate, 6.3 
2003,2,NYS Unemployment Rate, 6.3 
2003,3,NYS Unemployment Rate, 6.3 
2003,4,NYS Unemployment Rate, 6.3 
2003,5,NYS Unemployment Rate, 6.4 
2003,6,NYS Unemployment Rate, 6.4 
2003,7,NYS Unemployment Rate, 6.5 
2003,8,NYS Unemployment Rate, 6.5 
2003,9,NYS Unemployment Rate, 6.5 
2003,10,NYS Unemployment Rate, 6.4 
2003,11,NYS Unemployment Rate, 6.4 
2003,12,NYS Unemployment Rate, 6.4 
2004,1,NYS Unemployment Rate, 6.4 
2004,2,NYS Unemployment Rate, 6.3 
2004,3,NYS Unemployment Rate, 6.3 
2004,4,NYS Unemployment Rate, 6.1 
2004,5,NYS Unemployment Rate, 6.0 
2004,6,NYS Unemployment Rate, 5.9 
2004,7,NYS Unemployment Rate, 5.7 
2004,8,NYS Unemployment Rate, 5.6 
2004,9,NYS Unemployment Rate, 5.5 
2004,10,NYS Unemployment Rate, 5.4 
2004,11,NYS Unemployment Rate, 5.3 
2004,12,NYS Unemployment Rate, 5.2 
2005,1,NYS Unemployment Rate, 5.1 
2005,2,NYS Unemployment Rate, 5.1 
2005,3,NYS Unemployment Rate, 5.0 
2005,4,NYS Unemployment Rate, 5.0 
2005,5,NYS Unemployment Rate, 4.9 
2005,6,NYS Unemployment Rate, 4.9 
2005,7,NYS Unemployment Rate, 5.0 
2005,8,NYS Unemployment Rate, 5.0 
2005,9,NYS Unemployment Rate, 5.1 
2005,10,NYS Unemployment Rate, 5.0 
2005,11,NYS Unemployment Rate, 5.0 
2005,12,NYS Unemployment Rate, 4.9 
2006,1,NYS Unemployment Rate, 4.8 
2006,2,NYS Unemployment Rate, 4.8 
2006,3,NYS Unemployment Rate, 4.7 
2006,4,NYS Unemployment Rate, 4.7 
2006,5,NYS Unemployment Rate, 4.7 
2006,6,NYS Unemployment Rate, 4.7 
2006,7,NYS Unemployment Rate, 4.6 
2006,8,NYS Unemployment Rate, 4.5 
2006,9,NYS Unemployment Rate, 4.4 
2006,10,NYS Unemployment Rate, 4.3 
2006,11,NYS Unemployment Rate, 4.3 
2006,12,NYS Unemployment Rate, 4.2 
2007,1,NYS Unemployment Rate, 4.2 
2007,2,NYS Unemployment Rate, 4.3 
2007,3,NYS Unemployment Rate, 4.3 
2007,4,NYS Unemployment Rate, 4.4 
2007,5,NYS Unemployment Rate, 4.5 
2007,6,NYS Unemployment Rate, 4.5 
2007,7,NYS Unemployment Rate, 4.6 
2007,8,NYS Unemployment Rate, 4.7 
2007,9,NYS Unemployment Rate, 4.7 
2007,10,NYS Unemployment Rate, 4.8 
2007,11,NYS Unemployment Rate, 4.8 
2007,12,NYS Unemployment Rate, 4.8 
2008,1,NYS Unemployment Rate, 4.8 
2008,2,NYS Unemployment Rate, 4.9 
2008,3,NYS Unemployment Rate, 4.9 
2008,4,NYS Unemployment Rate, 5.0 
2008,5,NYS Unemployment Rate, 5.1 
2008,6,NYS Unemployment Rate, 5.2 
2008,7,NYS Unemployment Rate, 5.4 
2008,8,NYS Unemployment Rate, 5.5 
2008,9,NYS Unemployment Rate, 5.7 
2008,10,NYS Unemployment Rate, 6.0 
2008,11,NYS Unemployment Rate, 6.3 
2008,12,NYS Unemployment Rate, 6.7 
2009,1,NYS Unemployment Rate, 7.1 
2009,2,NYS Unemployment Rate, 7.5 
2009,3,NYS Unemployment Rate, 7.8 
2009,4,NYS Unemployment Rate, 8.1 
2009,5,NYS Unemployment Rate, 8.3 
2009,6,NYS Unemployment Rate, 8.4 
2009,7,NYS Unemployment Rate, 8.5 
2009,8,NYS Unemployment Rate, 8.7 
2009,9,NYS Unemployment Rate, 8.8 
2009,10,NYS Unemployment Rate, 8.8 
2009,11,NYS Unemployment Rate, 8.9 
2009,12,NYS Unemployment Rate, 8.9 
2010,1,NYS Unemployment Rate, 8.9 
2010,2,NYS Unemployment Rate, 8.8 
2010,3,NYS Unemployment Rate, 8.8 
2010,4,NYS Unemployment Rate, 8.7 
2010,5,NYS Unemployment Rate, 8.6 
2010,6,NYS Unemployment Rate, 8.5 
2010,7,NYS Unemployment Rate, 8.5 
2010,8,NYS Unemployment Rate, 8.5 
2010,9,NYS Unemployment Rate, 8.5 
2010,10,NYS Unemployment Rate, 8.5 
2010,11,NYS Unemployment Rate, 8.4 
2010,12,NYS Unemployment Rate, 8.4 
2011,1,NYS Unemployment Rate, 8.3 
2011,2,NYS Unemployment Rate, 8.2 
2011,3,NYS Unemployment Rate, 8.1 
2011,4,NYS Unemployment Rate, 8.1 
2011,5,NYS Unemployment Rate, 8.1 
2011,6,NYS Unemployment Rate, 8.2 
2011,7,NYS Unemployment Rate, 8.3 
2011,8,NYS Unemployment Rate, 8.3 
2011,9,NYS Unemployment Rate, 8.4 
2011,10,NYS Unemployment Rate, 8.5 
2011,11,NYS Unemployment Rate, 8.5 
2011,12,NYS Unemployment Rate, 8.6 
2012,1,NYS Unemployment Rate, 8.6 
2012,2,NYS Unemployment Rate, 8.6 
2012,3,NYS Unemployment Rate, 8.7 
2012,4,NYS Unemployment Rate, 8.7 
2012,5,NYS Unemployment Rate, 8.7 
2012,6,NYS Unemployment Rate, 8.7 
2012,7,NYS Unemployment Rate, 8.6 
2012,8,NYS Unemployment Rate, 8.5 
2012,9,NYS Unemployment Rate, 8.4 
2012,10,NYS Unemployment Rate, 8.3 
2012,11,NYS Unemployment Rate, 8.2 
2012,12,NYS Unemployment Rate, 8.2 
2013,1,NYS Unemployment Rate, 8.1 
2013,2,NYS Unemployment Rate, 8.1 
2013,3,NYS Unemployment Rate, 8.0 
2013,4,NYS Unemployment Rate, 7.9 
2013,5,NYS Unemployment Rate, 7.8 
2013,6,NYS Unemployment Rate, 7.8 
2013,7,NYS Unemployment Rate, 7.7 
2013,8,NYS Unemployment Rate, 7.7 
2013,9,NYS Unemployment Rate, 7.6 
2013,10,NYS Unemployment Rate, 7.4 
2013,11,NYS Unemployment Rate, 7.3 
2013,12,NYS Unemployment Rate, 7.1 
2014,1,NYS Unemployment Rate, 7.0 
2014,2,NYS Unemployment Rate, 6.8 
2014,3,NYS Unemployment Rate, 6.7 
2014,4,NYS Unemployment Rate, 6.6 
2014,5,NYS Unemployment Rate, 6.5 
2014,6,NYS Unemployment Rate, 6.4 
2014,7,NYS Unemployment Rate, 6.2 
2014,8,NYS Unemployment Rate, 6.1 
2014,9,NYS Unemployment Rate, 6.0 
2014,10,NYS Unemployment Rate, 6.0 
2014,11,NYS Unemployment Rate, 5.9 
2014,12,NYS Unemployment Rate, 5.8 
2015,1,NYS Unemployment Rate, 5.7 
2015,2,NYS Unemployment Rate, 5.7 
2015,3,NYS Unemployment Rate, 5.6 
2015,4,NYS Unemployment Rate, 5.5 
2015,5,NYS Unemployment Rate, 5.4 
2015,6,NYS Unemployment Rate, 5.3 
2015,7,NYS Unemployment Rate, 5.2 
2015,8,NYS Unemployment Rate, 5.0 
2015,9,NYS Unemployment Rate, 5.0 
2015,10,NYS Unemployment Rate, 4.9 
2015,11,NYS Unemployment Rate, 4.9 
2015,12,NYS Unemployment Rate, 4.9 
2016,1,NYS Unemployment Rate, 4.9 
2016,2,NYS Unemployment Rate, 4.8 
2016,3,NYS Unemployment Rate, 4.8 
2016,4,NYS Unemployment Rate, 4.8 
2016,5,NYS Unemployment Rate, 4.8 
2016,6,NYS Unemployment Rate, 4.9 
2016,7,NYS Unemployment Rate, 4.9 
2016,8,NYS Unemployment Rate, 4.9 
2016,9,NYS Unemployment Rate, 5.0 
2016,10,NYS Unemployment Rate, 4.9 
2016,11,NYS Unemployment Rate, 4.9 
2016,12,NYS Unemployment Rate, 4.8 
2017,1,NYS Unemployment Rate, 4.7 
2017,2,NYS Unemployment Rate, 4.7 
2017,3,NYS Unemployment Rate, 4.7 
2017,4,NYS Unemployment Rate, 4.7 
2017,5,NYS Unemployment Rate, 4.7 
2017,6,NYS Unemployment Rate, 4.7 
2017,7,NYS Unemployment Rate, 4.8 
2017,8,NYS Unemployment Rate, 4.8 
2017,9,NYS Unemployment Rate, 4.7 
2017,10,NYS Unemployment Rate, 4.7 
2017,11,NYS Unemployment Rate, 4.6 
2017,12,NYS Unemployment Rate, 4.6 
2018,1,NYS Unemployment Rate, 4.5 
2018,2,NYS Unemployment Rate, 4.5 
2018,3,NYS Unemployment Rate, 4.4 
2018,4,NYS Unemployment Rate, 4.3 
2018,5,NYS Unemployment Rate, 4.2 
2018,6,NYS Unemployment Rate, 4.1 
2018,7,NYS Unemployment Rate, 4.0 
2018,8,NYS Unemployment Rate, 3.9 
2018,9,NYS Unemployment Rate, 3.9 
2018,10,NYS Unemployment Rate, 3.9 
2018,11,NYS Unemployment Rate, 4.0 
2018,12,NYS Unemployment Rate, 4.0 
2019,1,NYS Unemployment Rate, 4.0 
2019,2,NYS Unemployment Rate, 4.0 
2019,3,NYS Unemployment Rate, 4.0 
2019,4,NYS Unemployment Rate, 4.0 
2019,5,NYS Unemployment Rate, 4.0 
2019,6,NYS Unemployment Rate, 3.9 
2019,7,NYS Unemployment Rate, 3.9 
2019,8,NYS Unemployment Rate, 3.9 
2019,9,NYS Unemployment Rate, 3.9 
2019,10,NYS Unemployment Rate, 3.9 
2019,11,NYS Unemployment Rate, 3.9 
2019,12,NYS Unemployment Rate, 3.9 
2020,1,NYS Unemployment Rate, 3.8 
2020,2,NYS Unemployment Rate, 3.7 
2020,3,NYS Unemployment Rate, 4.1 
2020,4,NYS Unemployment Rate, 15.3 
2020,5,NYS Unemployment Rate, 14.5 
2020,6,NYS Unemployment Rate, 15.6 
2020,7,NYS Unemployment Rate, 15.9 
2020,8,NYS Unemployment Rate, 12.5 
2020,9,NYS Unemployment Rate, 9.7 
1976,1,NYC Labor Force," 3,114,007 "
1976,2,NYC Labor Force," 3,113,272 "
1976,3,NYC Labor Force," 3,112,681 "
1976,4,NYC Labor Force," 3,112,243 "
1976,5,NYC Labor Force," 3,112,773 "
1976,6,NYC Labor Force," 3,112,378 "
1976,7,NYC Labor Force," 3,109,451 "
1976,8,NYC Labor Force," 3,104,484 "
1976,9,NYC Labor Force," 3,096,874 "
1976,10,NYC Labor Force," 3,087,989 "
1976,11,NYC Labor Force," 3,079,964 "
1976,12,NYC Labor Force," 3,073,767 "
1977,1,NYC Labor Force," 3,069,810 "
1977,2,NYC Labor Force," 3,066,271 "
1977,3,NYC Labor Force," 3,061,448 "
1977,4,NYC Labor Force," 3,056,417 "
1977,5,NYC Labor Force," 3,052,801 "
1977,6,NYC Labor Force," 3,051,600 "
1977,7,NYC Labor Force," 3,052,687 "
1977,8,NYC Labor Force," 3,055,388 "
1977,9,NYC Labor Force," 3,058,680 "
1977,10,NYC Labor Force," 3,060,824 "
1977,11,NYC Labor Force," 3,060,803 "
1977,12,NYC Labor Force," 3,059,231 "
1978,1,NYC Labor Force," 3,056,857 "
1978,2,NYC Labor Force," 3,054,123 "
1978,3,NYC Labor Force," 3,051,197 "
1978,4,NYC Labor Force," 3,048,018 "
1978,5,NYC Labor Force," 3,045,215 "
1978,6,NYC Labor Force," 3,043,478 "
1978,7,NYC Labor Force," 3,043,734 "
1978,8,NYC Labor Force," 3,046,195 "
1978,9,NYC Labor Force," 3,050,028 "
1978,10,NYC Labor Force," 3,054,495 "
1978,11,NYC Labor Force," 3,058,426 "
1978,12,NYC Labor Force," 3,060,361 "
1979,1,NYC Labor Force," 3,060,077 "
1979,2,NYC Labor Force," 3,059,087 "
1979,3,NYC Labor Force," 3,059,169 "
1979,4,NYC Labor Force," 3,061,328 "
1979,5,NYC Labor Force," 3,065,355 "
1979,6,NYC Labor Force," 3,069,817 "
1979,7,NYC Labor Force," 3,072,634 "
1979,8,NYC Labor Force," 3,073,139 "
1979,9,NYC Labor Force," 3,071,982 "
1979,10,NYC Labor Force," 3,069,271 "
1979,11,NYC Labor Force," 3,065,026 "
1979,12,NYC Labor Force," 3,060,424 "
1980,1,NYC Labor Force," 3,056,259 "
1980,2,NYC Labor Force," 3,052,565 "
1980,3,NYC Labor Force," 3,049,517 "
1980,4,NYC Labor Force," 3,046,786 "
1980,5,NYC Labor Force," 3,044,567 "
1980,6,NYC Labor Force," 3,043,918 "
1980,7,NYC Labor Force," 3,044,898 "
1980,8,NYC Labor Force," 3,046,756 "
1980,9,NYC Labor Force," 3,049,215 "
1980,10,NYC Labor Force," 3,053,282 "
1980,11,NYC Labor Force," 3,060,324 "
1980,12,NYC Labor Force," 3,070,582 "
1981,1,NYC Labor Force," 3,082,838 "
1981,2,NYC Labor Force," 3,094,830 "
1981,3,NYC Labor Force," 3,103,449 "
1981,4,NYC Labor Force," 3,106,476 "
1981,5,NYC Labor Force," 3,103,526 "
1981,6,NYC Labor Force," 3,096,319 "
1981,7,NYC Labor Force," 3,088,456 "
1981,8,NYC Labor Force," 3,082,778 "
1981,9,NYC Labor Force," 3,080,401 "
1981,10,NYC Labor Force," 3,081,234 "
1981,11,NYC Labor Force," 3,083,493 "
1981,12,NYC Labor Force," 3,085,469 "
1982,1,NYC Labor Force," 3,086,286 "
1982,2,NYC Labor Force," 3,085,805 "
1982,3,NYC Labor Force," 3,084,253 "
1982,4,NYC Labor Force," 3,082,125 "
1982,5,NYC Labor Force," 3,079,390 "
1982,6,NYC Labor Force," 3,075,919 "
1982,7,NYC Labor Force," 3,072,257 "
1982,8,NYC Labor Force," 3,069,434 "
1982,9,NYC Labor Force," 3,067,658 "
1982,10,NYC Labor Force," 3,066,072 "
1982,11,NYC Labor Force," 3,064,229 "
1982,12,NYC Labor Force," 3,061,030 "
1983,1,NYC Labor Force," 3,056,688 "
1983,2,NYC Labor Force," 3,052,684 "
1983,3,NYC Labor Force," 3,050,760 "
1983,4,NYC Labor Force," 3,052,696 "
1983,5,NYC Labor Force," 3,058,554 "
1983,6,NYC Labor Force," 3,066,393 "
1983,7,NYC Labor Force," 3,073,754 "
1983,8,NYC Labor Force," 3,078,748 "
1983,9,NYC Labor Force," 3,080,838 "
1983,10,NYC Labor Force," 3,080,447 "
1983,11,NYC Labor Force," 3,078,461 "
1983,12,NYC Labor Force," 3,076,441 "
1984,1,NYC Labor Force," 3,075,378 "
1984,2,NYC Labor Force," 3,076,372 "
1984,3,NYC Labor Force," 3,080,576 "
1984,4,NYC Labor Force," 3,087,383 "
1984,5,NYC Labor Force," 3,095,996 "
1984,6,NYC Labor Force," 3,104,674 "
1984,7,NYC Labor Force," 3,110,750 "
1984,8,NYC Labor Force," 3,113,083 "
1984,9,NYC Labor Force," 3,112,288 "
1984,10,NYC Labor Force," 3,110,060 "
1984,11,NYC Labor Force," 3,108,666 "
1984,12,NYC Labor Force," 3,109,876 "
1985,1,NYC Labor Force," 3,113,419 "
1985,2,NYC Labor Force," 3,116,769 "
1985,3,NYC Labor Force," 3,117,378 "
1985,4,NYC Labor Force," 3,179,616 "
1985,5,NYC Labor Force," 3,207,372 "
1985,6,NYC Labor Force," 3,219,300 "
1985,7,NYC Labor Force," 3,225,943 "
1985,8,NYC Labor Force," 3,231,480 "
1985,9,NYC Labor Force," 3,237,037 "
1985,10,NYC Labor Force," 3,242,986 "
1985,11,NYC Labor Force," 3,248,838 "
1985,12,NYC Labor Force," 3,254,082 "
1986,1,NYC Labor Force," 3,258,893 "
1986,2,NYC Labor Force," 3,263,570 "
1986,3,NYC Labor Force," 3,267,252 "
1986,4,NYC Labor Force," 3,268,847 "
1986,5,NYC Labor Force," 3,267,565 "
1986,6,NYC Labor Force," 3,263,549 "
1986,7,NYC Labor Force," 3,257,585 "
1986,8,NYC Labor Force," 3,251,393 "
1986,9,NYC Labor Force," 3,246,548 "
1986,10,NYC Labor Force," 3,243,355 "
1986,11,NYC Labor Force," 3,241,441 "
1986,12,NYC Labor Force," 3,240,113 "
1987,1,NYC Labor Force," 3,238,840 "
1987,2,NYC Labor Force," 3,237,638 "
1987,3,NYC Labor Force," 3,237,195 "
1987,4,NYC Labor Force," 3,237,379 "
1987,5,NYC Labor Force," 3,237,886 "
1987,6,NYC Labor Force," 3,239,288 "
1987,7,NYC Labor Force," 3,242,143 "
1987,8,NYC Labor Force," 3,245,897 "
1987,9,NYC Labor Force," 3,248,869 "
1987,10,NYC Labor Force," 3,249,888 "
1987,11,NYC Labor Force," 3,248,504 "
1987,12,NYC Labor Force," 3,244,750 "
1988,1,NYC Labor Force," 3,238,986 "
1988,2,NYC Labor Force," 3,232,433 "
1988,3,NYC Labor Force," 3,227,107 "
1988,4,NYC Labor Force," 3,225,273 "
1988,5,NYC Labor Force," 3,227,770 "
1988,6,NYC Labor Force," 3,233,698 "
1988,7,NYC Labor Force," 3,241,712 "
1988,8,NYC Labor Force," 3,251,244 "
1988,9,NYC Labor Force," 3,262,263 "
1988,10,NYC Labor Force," 3,273,567 "
1988,11,NYC Labor Force," 3,284,440 "
1988,12,NYC Labor Force," 3,295,050 "
1989,1,NYC Labor Force," 3,305,687 "
1989,2,NYC Labor Force," 3,316,161 "
1989,3,NYC Labor Force," 3,325,625 "
1989,4,NYC Labor Force," 3,333,163 "
1989,5,NYC Labor Force," 3,338,277 "
1989,6,NYC Labor Force," 3,340,862 "
1989,7,NYC Labor Force," 3,341,344 "
1989,8,NYC Labor Force," 3,340,525 "
1989,9,NYC Labor Force," 3,339,474 "
1989,10,NYC Labor Force," 3,339,831 "
1989,11,NYC Labor Force," 3,341,505 "
1989,12,NYC Labor Force," 3,343,411 "
1990,1,NYC Labor Force," 3,344,514 "
1990,2,NYC Labor Force," 3,343,728 "
1990,3,NYC Labor Force," 3,340,897 "
1990,4,NYC Labor Force," 3,336,929 "
1990,5,NYC Labor Force," 3,333,449 "
1990,6,NYC Labor Force," 3,331,258 "
1990,7,NYC Labor Force," 3,330,548 "
1990,8,NYC Labor Force," 3,329,935 "
1990,9,NYC Labor Force," 3,326,830 "
1990,10,NYC Labor Force," 3,319,867 "
1990,11,NYC Labor Force," 3,309,857 "
1990,12,NYC Labor Force," 3,298,888 "
1991,1,NYC Labor Force," 3,289,588 "
1991,2,NYC Labor Force," 3,283,753 "
1991,3,NYC Labor Force," 3,280,709 "
1991,4,NYC Labor Force," 3,278,686 "
1991,5,NYC Labor Force," 3,275,934 "
1991,6,NYC Labor Force," 3,271,942 "
1991,7,NYC Labor Force," 3,266,952 "
1991,8,NYC Labor Force," 3,262,579 "
1991,9,NYC Labor Force," 3,261,225 "
1991,10,NYC Labor Force," 3,263,354 "
1991,11,NYC Labor Force," 3,267,749 "
1991,12,NYC Labor Force," 3,272,516 "
1992,1,NYC Labor Force," 3,276,732 "
1992,2,NYC Labor Force," 3,281,199 "
1992,3,NYC Labor Force," 3,287,303 "
1992,4,NYC Labor Force," 3,295,522 "
1992,5,NYC Labor Force," 3,304,620 "
1992,6,NYC Labor Force," 3,312,465 "
1992,7,NYC Labor Force," 3,317,495 "
1992,8,NYC Labor Force," 3,319,227 "
1992,9,NYC Labor Force," 3,318,348 "
1992,10,NYC Labor Force," 3,316,271 "
1992,11,NYC Labor Force," 3,313,859 "
1992,12,NYC Labor Force," 3,311,212 "
1993,1,NYC Labor Force," 3,307,577 "
1993,2,NYC Labor Force," 3,302,311 "
1993,3,NYC Labor Force," 3,296,102 "
1993,4,NYC Labor Force," 3,289,995 "
1993,5,NYC Labor Force," 3,285,626 "
1993,6,NYC Labor Force," 3,284,481 "
1993,7,NYC Labor Force," 3,286,251 "
1993,8,NYC Labor Force," 3,289,763 "
1993,9,NYC Labor Force," 3,293,700 "
1993,10,NYC Labor Force," 3,297,195 "
1993,11,NYC Labor Force," 3,300,313 "
1993,12,NYC Labor Force," 3,302,729 "
1994,1,NYC Labor Force," 3,303,478 "
1994,2,NYC Labor Force," 3,301,461 "
1994,3,NYC Labor Force," 3,296,566 "
1994,4,NYC Labor Force," 3,289,710 "
1994,5,NYC Labor Force," 3,282,382 "
1994,6,NYC Labor Force," 3,276,042 "
1994,7,NYC Labor Force," 3,271,573 "
1994,8,NYC Labor Force," 3,268,708 "
1994,9,NYC Labor Force," 3,266,749 "
1994,10,NYC Labor Force," 3,264,983 "
1994,11,NYC Labor Force," 3,263,574 "
1994,12,NYC Labor Force," 3,263,314 "
1995,1,NYC Labor Force," 3,264,768 "
1995,2,NYC Labor Force," 3,267,960 "
1995,3,NYC Labor Force," 3,272,579 "
1995,4,NYC Labor Force," 3,278,244 "
1995,5,NYC Labor Force," 3,284,509 "
1995,6,NYC Labor Force," 3,290,491 "
1995,7,NYC Labor Force," 3,296,059 "
1995,8,NYC Labor Force," 3,300,994 "
1995,9,NYC Labor Force," 3,304,861 "
1995,10,NYC Labor Force," 3,308,001 "
1995,11,NYC Labor Force," 3,310,856 "
1995,12,NYC Labor Force," 3,314,788 "
1996,1,NYC Labor Force," 3,321,495 "
1996,2,NYC Labor Force," 3,331,507 "
1996,3,NYC Labor Force," 3,343,584 "
1996,4,NYC Labor Force," 3,355,419 "
1996,5,NYC Labor Force," 3,365,297 "
1996,6,NYC Labor Force," 3,373,240 "
1996,7,NYC Labor Force," 3,380,529 "
1996,8,NYC Labor Force," 3,389,415 "
1996,9,NYC Labor Force," 3,401,379 "
1996,10,NYC Labor Force," 3,416,324 "
1996,11,NYC Labor Force," 3,433,170 "
1996,12,NYC Labor Force," 3,450,046 "
1997,1,NYC Labor Force," 3,465,381 "
1997,2,NYC Labor Force," 3,478,671 "
1997,3,NYC Labor Force," 3,490,074 "
1997,4,NYC Labor Force," 3,500,572 "
1997,5,NYC Labor Force," 3,510,191 "
1997,6,NYC Labor Force," 3,518,027 "
1997,7,NYC Labor Force," 3,523,189 "
1997,8,NYC Labor Force," 3,525,531 "
1997,9,NYC Labor Force," 3,525,813 "
1997,10,NYC Labor Force," 3,525,878 "
1997,11,NYC Labor Force," 3,526,812 "
1997,12,NYC Labor Force," 3,529,046 "
1998,1,NYC Labor Force," 3,532,206 "
1998,2,NYC Labor Force," 3,535,470 "
1998,3,NYC Labor Force," 3,538,104 "
1998,4,NYC Labor Force," 3,539,923 "
1998,5,NYC Labor Force," 3,542,014 "
1998,6,NYC Labor Force," 3,545,961 "
1998,7,NYC Labor Force," 3,552,687 "
1998,8,NYC Labor Force," 3,561,743 "
1998,9,NYC Labor Force," 3,571,901 "
1998,10,NYC Labor Force," 3,580,734 "
1998,11,NYC Labor Force," 3,586,401 "
1998,12,NYC Labor Force," 3,588,326 "
1999,1,NYC Labor Force," 3,586,993 "
1999,2,NYC Labor Force," 3,584,876 "
1999,3,NYC Labor Force," 3,584,883 "
1999,4,NYC Labor Force," 3,588,561 "
1999,5,NYC Labor Force," 3,595,758 "
1999,6,NYC Labor Force," 3,605,148 "
1999,7,NYC Labor Force," 3,614,490 "
1999,8,NYC Labor Force," 3,621,784 "
1999,9,NYC Labor Force," 3,626,118 "
1999,10,NYC Labor Force," 3,628,263 "
1999,11,NYC Labor Force," 3,630,434 "
1999,12,NYC Labor Force," 3,634,623 "
2000,1,NYC Labor Force," 3,641,940 "
2000,2,NYC Labor Force," 3,651,027 "
2000,3,NYC Labor Force," 3,659,724 "
2000,4,NYC Labor Force," 3,666,184 "
2000,5,NYC Labor Force," 3,669,381 "
2000,6,NYC Labor Force," 3,669,535 "
2000,7,NYC Labor Force," 3,668,222 "
2000,8,NYC Labor Force," 3,667,548 "
2000,9,NYC Labor Force," 3,668,785 "
2000,10,NYC Labor Force," 3,672,391 "
2000,11,NYC Labor Force," 3,677,342 "
2000,12,NYC Labor Force," 3,681,585 "
2001,1,NYC Labor Force," 3,683,019 "
2001,2,NYC Labor Force," 3,681,254 "
2001,3,NYC Labor Force," 3,677,555 "
2001,4,NYC Labor Force," 3,674,484 "
2001,5,NYC Labor Force," 3,673,605 "
2001,6,NYC Labor Force," 3,674,555 "
2001,7,NYC Labor Force," 3,676,626 "
2001,8,NYC Labor Force," 3,678,332 "
2001,9,NYC Labor Force," 3,678,709 "
2001,10,NYC Labor Force," 3,677,822 "
2001,11,NYC Labor Force," 3,676,660 "
2001,12,NYC Labor Force," 3,677,406 "
2002,1,NYC Labor Force," 3,681,541 "
2002,2,NYC Labor Force," 3,688,351 "
2002,3,NYC Labor Force," 3,695,424 "
2002,4,NYC Labor Force," 3,700,304 "
2002,5,NYC Labor Force," 3,702,421 "
2002,6,NYC Labor Force," 3,702,936 "
2002,7,NYC Labor Force," 3,702,860 "
2002,8,NYC Labor Force," 3,703,809 "
2002,9,NYC Labor Force," 3,706,830 "
2002,10,NYC Labor Force," 3,710,678 "
2002,11,NYC Labor Force," 3,713,508 "
2002,12,NYC Labor Force," 3,713,350 "
2003,1,NYC Labor Force," 3,710,058 "
2003,2,NYC Labor Force," 3,704,618 "
2003,3,NYC Labor Force," 3,697,912 "
2003,4,NYC Labor Force," 3,690,846 "
2003,5,NYC Labor Force," 3,684,377 "
2003,6,NYC Labor Force," 3,679,485 "
2003,7,NYC Labor Force," 3,676,046 "
2003,8,NYC Labor Force," 3,673,596 "
2003,9,NYC Labor Force," 3,671,853 "
2003,10,NYC Labor Force," 3,671,302 "
2003,11,NYC Labor Force," 3,672,004 "
2003,12,NYC Labor Force," 3,672,608 "
2004,1,NYC Labor Force," 3,671,797 "
2004,2,NYC Labor Force," 3,669,670 "
2004,3,NYC Labor Force," 3,701,133 "
2004,4,NYC Labor Force," 3,725,867 "
2004,5,NYC Labor Force," 3,744,561 "
2004,6,NYC Labor Force," 3,757,555 "
2004,7,NYC Labor Force," 3,765,935 "
2004,8,NYC Labor Force," 3,770,649 "
2004,9,NYC Labor Force," 3,772,436 "
2004,10,NYC Labor Force," 3,772,213 "
2004,11,NYC Labor Force," 3,771,150 "
2004,12,NYC Labor Force," 3,771,635 "
2005,1,NYC Labor Force," 3,774,317 "
2005,2,NYC Labor Force," 3,778,184 "
2005,3,NYC Labor Force," 3,782,200 "
2005,4,NYC Labor Force," 3,786,809 "
2005,5,NYC Labor Force," 3,792,646 "
2005,6,NYC Labor Force," 3,799,775 "
2005,7,NYC Labor Force," 3,807,873 "
2005,8,NYC Labor Force," 3,815,157 "
2005,9,NYC Labor Force," 3,819,957 "
2005,10,NYC Labor Force," 3,821,523 "
2005,11,NYC Labor Force," 3,820,211 "
2005,12,NYC Labor Force," 3,816,905 "
2006,1,NYC Labor Force," 3,813,638 "
2006,2,NYC Labor Force," 3,812,280 "
2006,3,NYC Labor Force," 3,813,334 "
2006,4,NYC Labor Force," 3,815,638 "
2006,5,NYC Labor Force," 3,817,175 "
2006,6,NYC Labor Force," 3,816,848 "
2006,7,NYC Labor Force," 3,814,983 "
2006,8,NYC Labor Force," 3,813,815 "
2006,9,NYC Labor Force," 3,815,176 "
2006,10,NYC Labor Force," 3,819,345 "
2006,11,NYC Labor Force," 3,825,427 "
2006,12,NYC Labor Force," 3,831,621 "
2007,1,NYC Labor Force," 3,836,735 "
2007,2,NYC Labor Force," 3,840,869 "
2007,3,NYC Labor Force," 3,844,091 "
